Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Merchant_Category,Payment_Method,Device_Type,Location,Is_International,Previous_Transactions,Average_Spend,Account_Age_Days,Suspicious_Keyword,Fraudulent
T100231,CUST6576,12-06-2023 19:55,55.87,Food,UPI,Desktop,Pune,0,48,399.64,353,No,0
T100232,CUST8641,20-06-2023 00:47,68.81,Grocery,UPI,Desktop,Kolkata,1,82,18.04,114,No,1
T100233,CUST1503,01-05-2023 19:45,54.26,Health,PayPal,POS,Pune,0,16,215.36,1049,No,0
T100234,CUST4462,05-12-2023 10:19,17.38,Travel,UPI,Mobile,Bengaluru,0,133,492.39,1794,No,0
T100235,CUST1110,15-10-2023 03:02,102.54,Food,UPI,Desktop,Hyderabad,0,193,294.11,916,No,0
T100236,CUST7848,28-04-2023 23:44,26.37,Entertainment,NetBanking,Mobile,Mumbai,0,74,426.34,1480,No,0
T100237,CUST6375,14-07-2023 22:25,1.97,Travel,Debit Card,Mobile,Kolkata,0,21,482.14,1321,No,0
T100238,CUST6255,06-08-2023 10:36,82.96,Health,UPI,POS,Hyderabad,0,61,345.67,141,No,0
T100239,CUST3364,02-02-2024 06:25,15.59,Utilities,UPI,Mobile,Mumbai,0,183,170.54,657,No,0
T100240,CUST2663,22-09-2023 03:58,225.69,Electronics,Credit Card,Desktop,Bengaluru,0,24,161.22,978,No,0
T100241,CUST7253,26-12-2023 18:57,246.2,Fashion,PayPal,Desktop,Chennai,0,23,44.93,779,No,0
T100242,CUST8521,17-10-2023 00:47,197.08,Utilities,Credit Card,Mobile,Kolkata,0,87,219.61,1451,No,1
T100243,CUST2184,30-10-2023 05:57,36.98,Food,NetBanking,Mobile,Mumbai,0,139,458.54,81,No,0
T100244,CUST2827,17-01-2023 15:48,1.25,Grocery,Debit Card,POS,Mumbai,0,175,244.25,113,No,0
T100245,CUST4652,15-04-2023 08:12,210.84,Electronics,PayPal,Desktop,Mumbai,0,2,456.39,1676,Yes,0
T100246,CUST5462,26-09-2023 11:28,44.72,Utilities,Credit Card,Desktop,Bengaluru,0,198,410.4,741,No,0
T100247,CUST8843,29-12-2023 21:25,272.07,Food,UPI,Mobile,Hyderabad,0,53,492.25,760,No,0
T100248,CUST7446,20-02-2023 23:51,265.1,Electronics,UPI,Mobile,Bengaluru,0,139,474.37,770,No,0
T100249,CUST3751,28-05-2023 23:04,153.39,Utilities,PayPal,Mobile,Mumbai,0,15,356.18,858,No,0
T100250,CUST1036,08-02-2023 13:22,27.9,Grocery,UPI,Desktop,Pune,0,140,436.9,454,No,0
T100251,CUST9258,16-10-2023 13:21,38.9,Food,Credit Card,Mobile,Mumbai,1,122,376.56,1074,No,0
T100252,CUST6800,30-07-2023 21:37,152.38,Health,Credit Card,POS,Pune,0,123,354.66,1741,No,0
T100253,CUST1016,17-02-2023 17:07,30.49,Health,UPI,POS,Chennai,1,164,360.62,85,No,0
T100254,CUST1806,29-12-2023 17:09,14.86,Grocery,UPI,Mobile,Bengaluru,0,92,363.31,1344,No,0
T100255,CUST1983,13-12-2023 04:09,65.1,Travel,NetBanking,POS,Pune,0,23,195.92,841,Yes,0
T100256,CUST8208,24-04-2023 15:33,220.1,Grocery,Debit Card,POS,Bengaluru,0,155,217.55,836,No,0
T100257,CUST7071,22-02-2023 14:32,95.27,Travel,PayPal,POS,Delhi,0,88,154.09,1038,No,0
T100258,CUST3777,05-08-2023 08:44,67.53,Food,Credit Card,POS,Hyderabad,0,142,82.65,684,No,0
T100259,CUST8697,09-07-2023 00:38,8.18,Utilities,PayPal,POS,Delhi,0,182,234.64,1036,No,1
T100260,CUST7302,10-12-2023 13:31,76.36,Travel,NetBanking,Desktop,Pune,0,99,450.98,937,No,0
T100261,CUST6250,15-05-2023 04:10,368.85,Food,Credit Card,Mobile,Delhi,0,27,329.12,1426,No,1
T100262,CUST7728,25-10-2023 14:47,12.07,Food,NetBanking,POS,Kolkata,0,21,37.53,1791,No,0
T100263,CUST1957,21-05-2023 01:46,58.44,Entertainment,NetBanking,Mobile,Hyderabad,0,49,407.49,37,No,0
T100264,CUST3094,01-08-2023 05:29,167.89,Fashion,UPI,POS,Pune,0,190,468.35,153,No,1
T100265,CUST7749,18-08-2023 04:37,108,Food,PayPal,Desktop,Chennai,0,44,416.42,1811,No,0
T100266,CUST3974,06-11-2023 21:22,95.53,Travel,PayPal,Desktop,Chennai,0,44,366.5,1154,No,0
T100267,CUST4792,03-10-2023 03:01,96.98,Fashion,UPI,POS,Hyderabad,0,128,83.56,1019,No,0
T100268,CUST8944,23-02-2023 05:41,35.64,Fashion,PayPal,POS,Hyderabad,0,189,181.01,864,No,1
T100269,CUST5596,21-01-2024 07:49,27.8,Food,UPI,POS,Pune,0,170,286.99,1915,No,0
T100270,CUST6969,09-03-2023 09:23,132.59,Grocery,Credit Card,Desktop,Bengaluru,0,23,47.66,1146,No,0
T100271,CUST7680,07-03-2023 09:45,132.91,Grocery,NetBanking,Desktop,Kolkata,0,129,62.07,1438,No,0
T100272,CUST8834,03-06-2023 21:12,161.44,Health,NetBanking,Mobile,Pune,0,125,467.78,795,No,0
T100273,CUST1271,07-02-2023 19:39,195.57,Fashion,PayPal,Desktop,Bengaluru,0,36,354.32,1133,No,0
T100274,CUST7429,20-03-2023 10:09,57.29,Food,Debit Card,POS,Bengaluru,0,55,144.79,1351,No,0
T100275,CUST3271,01-11-2023 15:35,55.69,Entertainment,NetBanking,Mobile,Bengaluru,0,110,170.41,60,No,0
T100276,CUST6214,27-04-2023 01:11,128.08,Grocery,UPI,Desktop,Pune,0,16,198.37,407,No,1
T100277,CUST4287,22-08-2023 04:43,83.98,Entertainment,Debit Card,Desktop,Mumbai,0,89,46.78,359,No,0
T100278,CUST2451,06-05-2023 14:40,96.84,Food,Debit Card,POS,Mumbai,0,18,372.2,1979,No,0
T100279,CUST2846,04-02-2024 08:15,127.09,Food,NetBanking,Mobile,Chennai,0,38,96.65,1352,No,0
T100280,CUST7941,19-02-2023 23:47,176.59,Utilities,NetBanking,Desktop,Mumbai,0,195,404.51,311,No,0
T100281,CUST8399,04-10-2023 06:57,33,Fashion,NetBanking,Desktop,Mumbai,0,20,424.48,1065,No,0
T100282,CUST8893,01-01-2024 08:18,37.67,Utilities,UPI,POS,Bengaluru,0,19,322.83,668,No,0
T100283,CUST7825,07-01-2023 05:07,7.9,Entertainment,Debit Card,Mobile,Bengaluru,0,13,387.23,901,No,1
T100284,CUST8585,31-08-2023 14:26,69.07,Utilities,PayPal,Mobile,Hyderabad,0,17,94.2,728,No,0
T100285,CUST9616,27-11-2023 14:20,2.93,Health,UPI,Mobile,Bengaluru,0,30,292.21,98,No,0
T100286,CUST8015,08-11-2023 06:27,50.13,Fashion,Credit Card,Mobile,Pune,0,43,341.63,870,No,0
T100287,CUST7060,29-11-2023 03:08,62.58,Electronics,NetBanking,POS,Hyderabad,0,48,334.16,1576,No,0
T100288,CUST8619,29-11-2023 07:47,27.01,Utilities,Debit Card,Desktop,Kolkata,0,43,67.47,1868,No,0
T100289,CUST9513,04-10-2023 04:13,71.49,Entertainment,UPI,Desktop,Hyderabad,0,93,178.75,52,No,0
T100290,CUST7257,11-08-2023 21:32,2.48,Grocery,Credit Card,Mobile,Mumbai,0,114,169.27,366,No,0
T100291,CUST1418,08-04-2023 07:17,3.05,Grocery,UPI,Mobile,Bengaluru,0,66,290.54,456,No,0
T100292,CUST3048,16-09-2023 09:27,138.35,Grocery,UPI,Mobile,Mumbai,0,119,384.97,874,No,0
T100293,CUST8599,16-05-2023 20:37,35.73,Travel,PayPal,Desktop,Bengaluru,0,53,289.59,238,No,0
T100294,CUST5482,21-05-2023 03:55,10.87,Food,PayPal,Desktop,Mumbai,0,72,379.87,244,No,0
T100295,CUST8928,10-05-2023 14:49,59.09,Fashion,UPI,Mobile,Kolkata,0,78,58.49,664,No,0
T100296,CUST7035,04-07-2023 14:44,117.57,Grocery,Credit Card,POS,Mumbai,0,162,440.29,452,Yes,1
T100297,CUST1019,03-01-2023 15:07,19.45,Electronics,Debit Card,Desktop,Mumbai,0,74,272.94,102,Yes,0
T100298,CUST6107,25-04-2023 23:57,78.02,Grocery,Debit Card,Desktop,Pune,0,72,28.37,1775,No,0
T100299,CUST2684,10-06-2023 08:05,7.14,Health,NetBanking,Mobile,Kolkata,0,199,325.17,852,No,0
T100300,CUST5888,16-08-2023 09:01,4.25,Food,NetBanking,POS,Chennai,0,13,263.5,815,No,0
T100301,CUST6977,18-02-2024 18:20,60.63,Entertainment,Debit Card,Mobile,Kolkata,1,184,117.98,1659,No,0
T100302,CUST3293,21-07-2023 09:54,62.23,Food,UPI,Mobile,Mumbai,0,59,384.57,967,Yes,0
T100303,CUST1484,01-05-2023 16:31,81.16,Utilities,UPI,POS,Delhi,0,32,467.45,1801,No,0
T100304,CUST9094,19-04-2023 06:11,103.6,Entertainment,PayPal,POS,Delhi,0,83,168.11,1719,No,0
T100305,CUST8185,15-01-2024 04:57,297.88,Entertainment,PayPal,POS,Delhi,1,120,252.02,1327,No,0
T100306,CUST1938,09-01-2024 05:44,58.1,Utilities,NetBanking,Desktop,Pune,0,54,72.81,1778,No,0
T100307,CUST6256,11-11-2023 21:59,31.2,Fashion,Debit Card,Mobile,Hyderabad,0,2,465.6,1693,No,0
T100308,CUST7850,10-05-2023 05:14,126.85,Utilities,UPI,Desktop,Mumbai,0,118,166.21,1286,No,0
T100309,CUST2355,15-01-2024 14:01,25.27,Travel,Debit Card,POS,Kolkata,0,37,105.44,1094,No,0
T100310,CUST4668,01-02-2024 22:04,46.24,Entertainment,Credit Card,Desktop,Delhi,0,97,244.43,1991,No,0
T100311,CUST2032,31-12-2023 00:51,6.54,Entertainment,Debit Card,POS,Pune,0,103,31.21,318,No,0
T100312,CUST5987,21-06-2023 06:04,2.05,Utilities,Credit Card,POS,Hyderabad,0,114,133.89,584,No,0
T100313,CUST6238,25-12-2023 06:57,262.99,Fashion,PayPal,Mobile,Delhi,0,161,43.15,1323,No,0
T100314,CUST6750,16-06-2023 19:52,144.62,Grocery,PayPal,Mobile,Bengaluru,0,1,72.41,468,No,0
T100315,CUST9052,31-01-2023 08:32,95.25,Health,NetBanking,Mobile,Chennai,0,128,64.96,1367,No,0
T100316,CUST1803,21-01-2023 13:05,42.07,Electronics,Debit Card,Desktop,Mumbai,0,103,437.49,1563,No,0
T100317,CUST1815,27-06-2023 19:53,15.22,Fashion,Debit Card,Mobile,Chennai,1,156,465.91,1447,No,0
T100318,CUST5875,22-11-2023 10:29,13.61,Travel,Credit Card,POS,Chennai,0,145,242.52,57,No,0
T100319,CUST3805,02-05-2023 12:39,23.04,Fashion,PayPal,Mobile,Bengaluru,0,57,318.9,299,No,0
T100320,CUST5627,23-02-2023 17:10,63.74,Food,Credit Card,Desktop,Bengaluru,0,70,350.99,1520,No,0
T100321,CUST6405,07-10-2023 12:47,100.31,Grocery,PayPal,Mobile,Bengaluru,0,180,201.74,1975,No,0
T100322,CUST5947,06-04-2023 16:03,86.35,Grocery,Credit Card,Mobile,Hyderabad,0,44,191.4,103,No,0
T100323,CUST5747,22-02-2023 04:54,26.27,Entertainment,PayPal,Mobile,Delhi,0,175,341.03,1710,No,0
T100324,CUST6241,30-01-2024 17:51,247.85,Grocery,Credit Card,Desktop,Kolkata,0,141,194.59,703,No,0
T100325,CUST6257,10-06-2023 13:13,107.12,Grocery,PayPal,POS,Mumbai,0,76,294.69,275,No,0
T100326,CUST2975,13-09-2023 17:29,64.66,Utilities,Credit Card,POS,Bengaluru,0,158,262.44,1835,No,0
T100327,CUST9211,31-03-2023 00:54,75.68,Grocery,Debit Card,POS,Pune,0,85,266.99,439,Yes,0
T100328,CUST6696,03-02-2024 22:09,43.52,Grocery,NetBanking,Mobile,Mumbai,0,66,416.39,527,No,0
T100329,CUST6429,17-01-2024 13:52,22.77,Electronics,Credit Card,Mobile,Kolkata,1,53,354.99,1471,No,1
T100330,CUST1581,24-10-2023 23:28,35.2,Travel,NetBanking,Desktop,Mumbai,0,18,480.73,1041,No,0
T100331,CUST5412,12-09-2023 21:30,113.45,Entertainment,Debit Card,POS,Mumbai,0,28,397.58,240,No,0
T100332,CUST6602,17-03-2023 03:59,1.16,Utilities,Debit Card,Mobile,Bengaluru,0,132,81.44,821,No,0
T100333,CUST2416,26-06-2023 05:16,9.87,Grocery,PayPal,Mobile,Bengaluru,0,42,371.86,1276,No,0
T100334,CUST8346,14-01-2024 04:53,3.77,Entertainment,NetBanking,Mobile,Delhi,0,126,336.17,389,No,0
T100335,CUST4601,08-02-2023 23:52,3.33,Travel,UPI,Desktop,Kolkata,0,117,326.56,611,No,0
T100336,CUST1681,15-07-2023 10:33,154.74,Utilities,PayPal,POS,Bengaluru,0,134,245.56,1073,No,0
T100337,CUST9170,24-05-2023 06:23,97.3,Health,NetBanking,Desktop,Bengaluru,0,102,40.61,452,No,0
T100338,CUST3556,20-02-2024 17:58,51.42,Grocery,Credit Card,POS,Mumbai,0,137,476.23,150,Yes,0
T100339,CUST2853,04-01-2023 01:15,8.24,Entertainment,Credit Card,POS,Delhi,0,148,427.44,202,No,0
T100340,CUST9175,14-02-2024 12:29,54.12,Fashion,Debit Card,Mobile,Chennai,0,38,248.54,63,No,0
T100341,CUST9785,07-03-2023 09:10,51.32,Utilities,UPI,Mobile,Bengaluru,0,196,87.7,947,No,0
T100342,CUST4239,11-12-2023 07:38,15.22,Utilities,Credit Card,Mobile,Pune,0,50,413.99,100,Yes,1
T100343,CUST1553,22-06-2023 15:44,45.51,Entertainment,NetBanking,Mobile,Bengaluru,1,60,221.03,574,No,1
T100344,CUST9394,27-02-2023 11:42,40.67,Grocery,NetBanking,Mobile,Chennai,0,141,201.16,803,No,0
T100345,CUST7151,28-02-2023 02:24,76.54,Food,Credit Card,POS,Mumbai,0,119,336.04,813,No,0
T100346,CUST6639,12-01-2024 19:21,80.65,Electronics,NetBanking,Mobile,Kolkata,0,99,381.75,997,No,0
T100347,CUST4277,05-10-2023 01:38,3.71,Fashion,NetBanking,Mobile,Delhi,0,94,40.79,1674,No,1
T100348,CUST7077,28-03-2023 05:12,37.55,Fashion,Debit Card,Desktop,Mumbai,0,170,386.1,564,No,1
T100349,CUST3309,27-08-2023 15:44,78.65,Food,UPI,Desktop,Kolkata,0,68,369.63,1711,No,0
T100350,CUST5185,15-06-2023 03:43,55.96,Grocery,Debit Card,POS,Hyderabad,0,153,298.71,43,No,0
T100351,CUST3169,08-07-2023 13:51,155.31,Utilities,UPI,POS,Bengaluru,0,159,175.83,1359,No,0
T100352,CUST3366,08-09-2023 17:00,86,Utilities,NetBanking,Desktop,Kolkata,0,140,90.75,1882,No,0
T100353,CUST5000,14-01-2024 09:49,14.23,Electronics,UPI,Desktop,Pune,0,64,60.3,1601,No,0
T100354,CUST5698,29-01-2024 04:02,5.85,Fashion,NetBanking,Mobile,Kolkata,0,79,10.58,300,No,0
T100355,CUST9979,17-07-2023 00:54,82.27,Electronics,NetBanking,Mobile,Hyderabad,0,189,111.17,1826,No,0
T100356,CUST5318,20-06-2023 06:52,2.15,Fashion,Debit Card,POS,Bengaluru,0,53,211.56,1106,No,0
T100357,CUST3405,25-01-2023 10:32,70.51,Grocery,Debit Card,Desktop,Hyderabad,1,26,129.39,1547,No,0
T100358,CUST6174,09-02-2024 17:35,225.38,Health,PayPal,POS,Chennai,0,189,161.4,1613,No,0
T100359,CUST5008,13-07-2023 23:45,68.54,Fashion,Credit Card,Mobile,Bengaluru,0,138,201.32,492,No,0
T100360,CUST6530,02-03-2023 14:37,39.3,Health,PayPal,POS,Pune,0,140,161.05,552,No,0
T100361,CUST1100,03-05-2023 00:39,82.47,Fashion,PayPal,POS,Bengaluru,0,150,365.06,799,Yes,0
T100362,CUST8224,04-01-2024 23:53,49.04,Utilities,UPI,POS,Hyderabad,0,181,250.95,884,No,0
T100363,CUST2026,01-02-2023 20:06,63.11,Travel,NetBanking,Mobile,Delhi,0,21,19.47,821,No,0
T100364,CUST2304,03-01-2023 20:05,227.05,Grocery,NetBanking,POS,Hyderabad,0,163,121.07,1775,No,0
T100365,CUST4600,29-01-2024 06:34,39.03,Food,NetBanking,Mobile,Bengaluru,1,71,357.73,1377,No,0
T100366,CUST8962,11-01-2023 19:35,259.93,Health,Credit Card,Desktop,Bengaluru,0,82,157.46,1900,No,0
T100367,CUST4639,26-07-2023 04:50,188.61,Food,UPI,POS,Kolkata,0,155,460.87,1577,No,0
T100368,CUST9553,09-01-2023 15:58,17.43,Grocery,UPI,POS,Delhi,0,60,359.21,472,No,0
T100369,CUST6008,06-09-2023 15:17,5.75,Entertainment,NetBanking,Mobile,Mumbai,0,99,152.06,280,No,0
T100370,CUST6576,14-01-2024 05:30,8.5,Food,PayPal,POS,Delhi,0,47,263.04,1888,No,0
T100371,CUST4692,13-12-2023 05:36,1.47,Grocery,Credit Card,Mobile,Mumbai,0,194,336.95,189,No,0
T100372,CUST5286,28-06-2023 04:19,7.94,Utilities,PayPal,POS,Pune,0,143,104.75,65,No,0
T100373,CUST7947,02-11-2023 17:55,91.91,Food,Debit Card,Desktop,Bengaluru,0,24,130.63,1714,Yes,0
T100374,CUST9868,15-05-2023 08:24,5.91,Health,UPI,Desktop,Kolkata,0,10,258.49,909,No,0
T100375,CUST1108,29-01-2023 07:00,30.73,Travel,UPI,Desktop,Chennai,0,120,463.2,1251,No,0
T100376,CUST1706,28-12-2023 15:07,149.08,Food,PayPal,POS,Chennai,0,152,178.57,1503,No,0
T100377,CUST5358,12-12-2023 20:08,1.88,Health,Credit Card,POS,Hyderabad,0,88,207.04,1431,No,0
T100378,CUST4973,02-02-2023 03:53,134.76,Fashion,UPI,Desktop,Delhi,0,104,103.4,1299,No,0
T100379,CUST8507,07-03-2023 01:05,26.49,Grocery,PayPal,Desktop,Delhi,0,124,300.67,422,No,0
T100380,CUST1899,30-11-2023 01:22,10.06,Electronics,Credit Card,Mobile,Chennai,0,185,372.67,1257,No,0
T100381,CUST9922,17-02-2023 18:09,95.45,Entertainment,PayPal,Mobile,Mumbai,0,34,225.91,73,No,0
T100382,CUST9643,21-01-2023 21:01,79.31,Utilities,Credit Card,Desktop,Delhi,0,41,377.62,344,No,0
T100383,CUST8122,05-11-2023 12:08,167.95,Electronics,NetBanking,Desktop,Mumbai,0,168,158.28,437,No,0
T100384,CUST5636,04-09-2023 23:26,106.26,Utilities,Credit Card,POS,Mumbai,1,11,356.42,924,No,0
T100385,CUST1311,05-08-2023 23:36,130.16,Grocery,Debit Card,Desktop,Mumbai,0,1,136.59,1884,No,0
T100386,CUST4008,18-08-2023 20:58,26.51,Utilities,NetBanking,Mobile,Mumbai,0,158,392.52,235,No,0
T100387,CUST2520,13-07-2023 21:07,15.63,Travel,PayPal,Mobile,Kolkata,0,171,417.01,1294,No,0
T100388,CUST1322,20-09-2023 18:09,111.1,Food,NetBanking,Mobile,Hyderabad,0,82,400.88,70,No,0
T100389,CUST8843,12-11-2023 19:11,131.54,Travel,NetBanking,Mobile,Hyderabad,0,26,115.58,617,No,0
T100390,CUST6757,04-08-2023 12:56,372.56,Electronics,PayPal,Mobile,Kolkata,0,53,350.18,743,No,0
T100391,CUST4572,10-10-2023 09:32,42.57,Entertainment,PayPal,Mobile,Chennai,1,125,273.88,1416,No,1
T100392,CUST1027,09-09-2023 23:23,37.22,Health,Debit Card,Desktop,Hyderabad,0,175,493.16,927,No,0
T100393,CUST9235,29-10-2023 01:01,119.84,Entertainment,PayPal,Mobile,Pune,0,9,187.17,124,No,0
T100394,CUST9438,19-03-2023 04:19,33.34,Grocery,UPI,Mobile,Kolkata,0,9,387.91,569,No,0
T100395,CUST9025,24-09-2023 19:30,213.61,Grocery,UPI,Mobile,Delhi,0,129,191.34,1197,No,0
T100396,CUST3153,10-11-2023 03:02,156.39,Travel,Debit Card,Mobile,Pune,0,199,204.46,88,No,0
T100397,CUST4015,07-01-2023 16:38,44.83,Health,Credit Card,Desktop,Kolkata,0,172,64.39,1694,No,0
T100398,CUST2296,15-07-2023 20:00,111.18,Travel,Credit Card,POS,Hyderabad,0,59,127.43,883,No,0
T100399,CUST6341,23-09-2023 10:51,112.37,Food,UPI,POS,Delhi,0,184,90.6,538,No,0
T100400,CUST6483,21-06-2023 23:39,8.71,Fashion,PayPal,POS,Delhi,0,106,88.01,542,No,0
T100401,CUST6461,25-05-2023 13:20,186.28,Health,Debit Card,POS,Mumbai,0,179,14.42,828,No,0
T100402,CUST7364,22-08-2023 10:50,56.3,Fashion,Credit Card,Mobile,Chennai,0,125,398.95,1075,No,0
T100403,CUST3292,22-04-2023 01:16,140.11,Entertainment,Credit Card,POS,Mumbai,0,16,239.29,767,No,0
T100404,CUST6881,10-09-2023 02:02,30.86,Food,NetBanking,POS,Kolkata,0,38,404.04,1257,No,1
T100405,CUST7710,23-09-2023 22:35,180.7,Utilities,UPI,Desktop,Mumbai,0,139,310.15,728,No,0
T100406,CUST8478,24-09-2023 16:28,39.44,Utilities,PayPal,Desktop,Pune,0,153,417.36,916,No,0
T100407,CUST2157,13-08-2023 06:13,0.87,Fashion,Debit Card,Desktop,Hyderabad,0,59,256.84,500,No,0
T100408,CUST6864,30-07-2023 07:20,188.63,Electronics,Credit Card,Mobile,Pune,0,29,56.08,313,No,0
T100409,CUST7876,23-12-2023 05:10,7.66,Entertainment,NetBanking,Mobile,Hyderabad,0,168,312.21,401,No,0
T100410,CUST6532,10-11-2023 09:43,30.77,Fashion,UPI,Mobile,Pune,0,8,342.1,1551,No,0
T100411,CUST5040,03-01-2024 22:46,239.76,Food,UPI,Desktop,Delhi,0,98,316.99,1385,No,0
T100412,CUST2499,20-06-2023 22:51,240.64,Fashion,Debit Card,POS,Hyderabad,0,134,402.65,1080,No,0
T100413,CUST8121,30-08-2023 01:21,68.16,Grocery,Credit Card,Desktop,Hyderabad,0,173,368.43,884,No,1
T100414,CUST6020,26-08-2023 11:01,79.94,Travel,Debit Card,Mobile,Pune,0,109,221.99,158,No,0
T100415,CUST6952,06-05-2023 03:55,47.6,Electronics,Debit Card,Desktop,Bengaluru,1,181,411.36,1433,No,1
T100416,CUST5506,05-02-2024 08:00,27.76,Grocery,NetBanking,POS,Delhi,0,108,348.98,536,No,0
T100417,CUST9888,19-09-2023 16:08,31.88,Grocery,UPI,Mobile,Kolkata,0,149,68.98,1928,No,0
T100418,CUST1582,06-09-2023 02:15,89.31,Food,PayPal,POS,Delhi,0,57,274.54,1951,No,1
T100419,CUST7379,11-10-2023 00:38,111.67,Travel,UPI,POS,Kolkata,0,76,366.99,1148,No,0
T100420,CUST6109,06-07-2023 01:22,125.46,Travel,UPI,Mobile,Bengaluru,0,113,281.11,607,No,1
T100421,CUST6903,18-01-2024 06:09,124.71,Health,NetBanking,POS,Pune,1,6,475.02,1230,No,0
T100422,CUST2360,19-03-2023 18:10,7.65,Entertainment,PayPal,Desktop,Pune,0,191,59.73,502,No,0
T100423,CUST8899,25-01-2024 00:03,54.56,Electronics,Credit Card,POS,Delhi,0,124,363.94,1539,No,0
T100424,CUST9378,08-06-2023 08:59,4.74,Entertainment,PayPal,POS,Pune,0,134,413.98,1037,No,0
T100425,CUST7037,27-01-2024 18:03,63.8,Food,Credit Card,POS,Chennai,0,53,354.3,1328,No,0
T100426,CUST1675,01-12-2023 13:44,46.6,Electronics,PayPal,Desktop,Chennai,0,132,198.94,697,No,0
T100427,CUST9997,16-06-2023 16:56,174.93,Health,Debit Card,POS,Kolkata,0,9,198.89,1476,No,0
T100428,CUST2879,20-12-2023 10:16,34.58,Fashion,PayPal,POS,Bengaluru,0,69,297.42,1584,Yes,0
T100429,CUST2888,14-07-2023 17:31,9.96,Grocery,NetBanking,Desktop,Hyderabad,0,74,204.58,1948,No,0
T100430,CUST6830,27-06-2023 07:14,12.34,Electronics,Credit Card,Mobile,Chennai,0,111,442.76,1937,No,0
T100431,CUST2290,10-10-2023 17:34,114.67,Entertainment,UPI,Mobile,Kolkata,0,87,63.87,349,No,0
T100432,CUST9967,01-01-2024 21:29,77.03,Grocery,NetBanking,Mobile,Pune,0,4,323.19,87,No,0
T100433,CUST6585,21-04-2023 22:03,8.53,Food,Credit Card,POS,Bengaluru,0,186,75.72,302,No,0
T100434,CUST1178,26-10-2023 02:44,7.03,Entertainment,Credit Card,Mobile,Kolkata,0,37,274.68,1251,Yes,0
T100435,CUST4594,04-05-2023 15:55,96.58,Fashion,UPI,Desktop,Kolkata,0,71,360.63,1132,No,0
T100436,CUST7808,18-12-2023 12:51,6.04,Food,Debit Card,POS,Chennai,0,6,91.1,1011,No,0
T100437,CUST5012,25-05-2023 20:47,138.01,Utilities,NetBanking,POS,Mumbai,0,51,354.98,70,No,0
T100438,CUST2560,21-12-2023 14:34,98,Fashion,UPI,POS,Bengaluru,0,99,78.59,767,No,0
T100439,CUST6532,10-01-2023 13:04,6.79,Fashion,UPI,Mobile,Delhi,0,178,314.07,1826,No,0
T100440,CUST1279,08-11-2023 09:54,7.09,Grocery,Debit Card,Mobile,Kolkata,0,96,257.72,1298,No,0
T100441,CUST7367,10-02-2023 16:40,345.24,Food,NetBanking,Mobile,Chennai,0,142,156.06,1076,No,0
T100442,CUST7342,24-04-2023 21:35,37.51,Food,UPI,POS,Delhi,0,11,64.66,738,No,0
T100443,CUST3997,13-12-2023 02:50,37.04,Electronics,Debit Card,Desktop,Bengaluru,0,10,370.57,265,No,0
T100444,CUST2735,01-06-2023 13:26,134.05,Entertainment,NetBanking,POS,Chennai,0,189,197.08,155,No,0
T100445,CUST7309,08-07-2023 12:34,235.37,Utilities,PayPal,Desktop,Delhi,0,13,52.4,807,No,0
T100446,CUST5107,15-04-2023 08:13,341.5,Food,Credit Card,POS,Hyderabad,0,121,388.67,865,No,0
T100447,CUST9378,01-02-2023 11:27,111.99,Electronics,Debit Card,Desktop,Kolkata,0,162,124.12,169,No,0
T100448,CUST7673,04-08-2023 03:03,37.76,Utilities,Credit Card,POS,Hyderabad,0,60,370.86,908,No,0
T100449,CUST6227,11-01-2024 13:48,6.98,Travel,PayPal,POS,Mumbai,0,179,286.8,423,No,0
T100450,CUST6520,29-11-2023 13:20,120.1,Travel,UPI,Desktop,Pune,0,5,105.32,857,No,0
T100451,CUST1088,18-05-2023 09:20,65.39,Utilities,UPI,Desktop,Bengaluru,0,160,47.44,156,No,0
T100452,CUST7665,13-07-2023 21:59,44.16,Travel,NetBanking,Desktop,Pune,0,12,300.69,1851,No,0
T100453,CUST8205,17-04-2023 14:09,189.46,Health,Debit Card,Desktop,Pune,0,180,22.35,1167,No,0
T100454,CUST5400,11-02-2024 05:39,9.43,Food,Debit Card,Desktop,Delhi,0,141,42.08,1973,No,0
T100455,CUST6109,01-09-2023 12:08,54.28,Health,NetBanking,Desktop,Mumbai,0,85,354.09,866,No,0
T100456,CUST4140,10-05-2023 03:09,0.91,Entertainment,Credit Card,Desktop,Bengaluru,0,182,274.05,554,No,0
T100457,CUST4931,25-02-2023 13:35,50.59,Food,UPI,Desktop,Hyderabad,0,117,169.88,1281,No,0
T100458,CUST2081,27-07-2023 17:09,4.64,Electronics,UPI,POS,Pune,0,122,274.22,1574,No,0
T100459,CUST8873,11-02-2023 03:42,10.12,Health,Debit Card,Desktop,Delhi,0,182,299.91,175,No,0
T100460,CUST5920,01-12-2023 12:39,10,Health,Debit Card,Desktop,Pune,1,41,286.99,1216,No,1
T100461,CUST7507,21-05-2023 13:42,83.81,Entertainment,NetBanking,POS,Chennai,0,48,324.85,764,No,0
T100462,CUST8234,05-02-2023 18:20,109.65,Health,PayPal,POS,Hyderabad,0,51,470.74,757,No,0
T100463,CUST8243,10-02-2024 04:51,70.04,Fashion,Credit Card,Mobile,Pune,0,175,200.5,1953,No,1
